Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
BSE,800131,10,0685GOI12,0685GOI12,G,0.05,
BSE,800130,10,CG0665S0209,CG0665S0209,G,0.05,
BSE,800124,10,0985GOI15,0985GOI15,G,0.05,
BSE,800123,10,1018GOI26,1018GOI26,G,0.05,
BSE,800120,10,0939GOI11,0939GOI11,G,0.05,
BSE,800118,10,0981GOI13,0981GOI13,G,0.05,
BSE,800117,10,1045GOI18,1045GOI18,G,0.05,
BSE,800113,10,1150GOI11A,1150GOI11A,G,0.05,
BSE,800112,10,CG1140S0008,CG1140S0008,G,0.05,
BSE,800111,10,1143GOI15,1143GOI15,G,0.05,
BSE,800110,10,CG1130S0010,CG1130S0010,G,0.05,
BSE,800109,10,CG1100S0006,CG1100S0006,G,0.05,
BSE,800108,10,1103GOI12,1103GOI12,G,0.05,
BSE,800103,10,CG0990S0005,CG0990S0005,G,0.05,
BSE,800101,10,1230GOI16,1230GOI16,G,0.05,
BSE,800100,10,CG1168S9906,CG1168S9906,G,0.05,
BSE,800099,10,CG1199S9909,CG1199S9909,G,0.05,
BSE,800098,10,1232GOI11,1232GOI11,G,0.05,
BSE,800097,10,CG1229S9910,CG1229S9910,G,0.05,
BSE,800095,10,1260GOI18,1260GOI18,G,0.05,
BSE,800094,10,CG1225S9808,CG1225S9808,G,0.05,
BSE,800092,10,1240GOI13,1240GOI13,G,0.05,
BSE,800089,10,CG1222S9808,CG1222S9808,G,0.05,
BSE,800087,10,CG1225S9810,CG1225S9810,G,0.05,
BSE,800084,10,CG1210S9808,CG1210S9808,G,0.05,
BSE,800080,10,CG1200S9808,CG1200S9808,G,0.05,
BSE,800073,10,CG1119S9705,CG1119S9705,G,0.05,
BSE,800068,10,CG1305S9707,CG1305S9707,G,0.05,
BSE,800067,10,CG1365S9707,CG1365S9707,G,0.05,
BSE,800064,10,CG1385A9606,CG1385A9606,G,0.05,
BSE,800063,10,CG1385S9606,CG1385S9606,G,0.05,
BSE,800060,10,CG1400S9606,CG1400S9606,G,0.05,
BSE,800058,10,CG1400A9505,CG1400A9505,G,0.05,
BSE,800051,10,CG1235S9404,CG1235S9404,G,0.05,
BSE,800044,10,CG1250S9207,CG1250S9207,G,0.05,
BSE,800043,10,1200GOI12,1200GOI12,G,0.05,
BSE,800040,10,1150GOI11,1150GOI11,G,0.05,
BSE,800037,10,CG1150S9010,CG1150S9010,G,0.05,
BSE,800035,10,CG1150S8909,CG1150S8909,G,0.05,
BSE,800033,10,CG1150S8808,CG1150S8808,G,0.05,
BSE,800031,10,CG1150S8707,CG1150S8707,G,0.05,
BSE,800028,10,CG1150S8606,CG1150S8606,G,0.05,
BSE,800023,10,1025GOI12,1025GOI12,G,0.05,
BSE,800021,10,CG0950S8408,CG0950S8408,G,0.05,
BSE,800017,10,900GOI24,900GOI24,G,0.05,
BSE,800014,10,800CGS11,800CGS11,G,0.05,
BSE,800013,10,CG0750S8010,CG0750S8010,G,0.05,
BSE,800012,10,CG0700S7909,CG0700S7909,G,0.05,
BSE,800009,10,CG0675S7806,CG0675S7806,G,0.05,
BSE,750716,1,SATSILK-RE,SATSILK-RE,R,0.01,
BSE,750715,1,DAVAN-RE,DAVAN-RE,R,0.01,
BSE,722998,1,VCPL14622,VCPL14622,F,0.01,
BSE,722997,1,STL150622,STL150622,F,0.01,
BSE,722996,1,DCL15622,DCL15622,F,0.01,
BSE,722995,1,MOFSL150622,MOFSL150622,F,0.01,
BSE,722994,1,KEC150622,KEC150622,F,0.01,
BSE,722993,1,SCCL150622,SCCL150622,F,0.01,
BSE,722992,1,AFL14622,AFL14622,F,0.01,
BSE,722991,1,AEL14622,AEL14622,F,0.01,
BSE,722990,1,IIFLWM14622,IIFLWM14622,F,0.01,
BSE,722989,1,SBICAP14622,SBICAP14622,F,0.01,
BSE,722988,1,TPCL14622,TPCL14622,F,0.01,
BSE,722987,1,CTPL140622,CTPL140622,F,0.01,
BSE,722986,1,STL14622,STL14622,F,0.01,
BSE,722985,1,JBCPL140622,JBCPL140622,F,0.01,
BSE,722984,1,JBCPL14622,JBCPL14622,F,0.01,
BSE,722983,1,TRCL130622,TRCL130622,F,0.01,
BSE,722982,1,ASL140622,ASL140622,F,0.01,
BSE,722981,1,NBARD13622,NBARD13622,F,0.01,
BSE,722980,1,KMPL13622,KMPL13622,F,0.01,
BSE,722979,1,BGHPL130622,BGHPL130622,F,0.01,
BSE,722978,1,KSL130622,KSL130622,F,0.01,
BSE,722977,1,KSL13622,KSL13622,F,0.01,
BSE,722976,1,ASL100622,ASL100622,F,0.01,
BSE,722975,1,ICICI130622,ICICI130622,F,0.01,
BSE,722974,1,HDFCS130622,HDFCS130622,F,0.01,
BSE,722973,1,TSL10622,TSL10622,F,0.01,
BSE,722972,1,ICSL10622,ICSL10622,F,0.01,
BSE,722971,1,NLCTP10622,NLCTP10622,F,0.01,
BSE,722970,1,ISL10622,ISL10622,F,0.01,
BSE,722969,1,SPTL10622,SPTL10622,F,0.01,
BSE,722968,1,TPCL10622,TPCL10622,F,0.01,
BSE,722967,1,HDFCS100622,HDFCS100622,F,0.01,
BSE,722966,1,JBCPL9622,JBCPL9622,F,0.01,
BSE,722965,1,TRIL080622,TRIL080622,F,0.01,
BSE,722964,1,JBC8622,JBC8622,F,0.01,
BSE,722963,1,TRIL7622,TRIL7622,F,0.01,
BSE,722962,1,ICICIS8622,ICICIS8622,F,0.01,
BSE,722961,1,ICICI6622,ICICI6622,F,0.01,
BSE,722960,1,ICICIS6622,ICICIS6622,F,0.01,
BSE,722959,1,HTML060622,HTML060622,F,0.01,
BSE,722958,1,HDFCSL7622,HDFCSL7622,F,0.01,
BSE,722957,1,ONGCPA6622,ONGCPA6622,F,0.01,
BSE,722956,1,KSL7622,KSL7622,F,0.01,
BSE,722955,1,SCCL7622,SCCL7622,F,0.01,
BSE,722954,1,KEC7622,KEC7622,F,0.01,
BSE,722953,1,CTPL7622,CTPL7622,F,0.01,
BSE,722952,1,TRCL060622A,TRCL060622A,F,0.01,
BSE,722951,1,HDFCS6622,HDFCS6622,F,0.01,
BSE,722950,1,HDFCSL6622,HDFCSL6622,F,0.01,
BSE,722949,1,SCCL6622,SCCL6622,F,0.01,
BSE,722948,1,KECIL6622,KECIL6622,F,0.01,
BSE,722947,1,TRCL060622,TRCL060622,F,0.01,
BSE,722946,1,BGHPL60622,BGHPL60622,F,0.01,
BSE,722945,1,AEL03622,AEL03622,F,0.01,
BSE,722944,1,TRCL030622,TRCL030622,F,0.01,
BSE,722943,1,KFIL020622,KFIL020622,F,0.01,
BSE,722942,1,KFIL2622,KFIL2622,F,0.01,
BSE,722941,1,NPL030622,NPL030622,F,0.01,
BSE,722940,1,NPL3622,NPL3622,F,0.01,
BSE,722939,1,FFSL2622,FFSL2622,F,0.01,
BSE,722938,1,IIFLWM2622,IIFLWM2622,F,0.01,
BSE,722937,1,TSL030622A,TSL030622A,F,0.01,
BSE,722936,1,IIFLWP2622,IIFLWP2622,F,0.01,
BSE,722935,1,TSL030622,TSL030622,F,0.01,
BSE,722934,1,TRCL2622,TRCL2622,F,0.01,
BSE,722933,1,CFL1622,CFL1622,F,0.01,
BSE,722932,1,AEL1622,AEL1622,F,0.01,
BSE,722931,1,IWPL010622,IWPL010622,F,0.01,
BSE,722930,1,DCBL010622,DCBL010622,F,0.01,
BSE,722929,1,BFSL010622,BFSL010622,F,0.01,
BSE,722928,1,NACL1622,NACL1622,F,0.01,
BSE,722927,1,KIL1622,KIL1622,F,0.01,
BSE,722926,1,JSL10622,JSL10622,F,0.01,
BSE,722925,1,BFSL1622,BFSL1622,F,0.01,
BSE,722924,1,STL1622,STL1622,F,0.01,
BSE,722923,1,LTL31522,LTL31522,F,0.01,
BSE,722922,1,STL31522,STL31522,F,0.01,
BSE,722921,1,BHFL31522,BHFL31522,F,0.01,
BSE,722920,1,TSL31522,TSL31522,F,0.01,
BSE,722919,1,AFL310522,AFL310522,F,0.01,
BSE,722918,1,AIL31522,AIL31522,F,0.01,
BSE,722917,1,AFL31522,AFL31522,F,0.01,
BSE,722916,1,BFL31522,BFL31522,F,0.01,
BSE,722915,1,LTMRL30522,LTMRL30522,F,0.01,
BSE,722914,1,KECIL31522,KECIL31522,F,0.01,
BSE,722913,1,JSWSL31522,JSWSL31522,F,0.01,
BSE,722912,1,RRVL300522,RRVL300522,F,0.01,
BSE,722911,1,RRVL30522,RRVL30522,F,0.01,
BSE,722910,1,KECIL30522,KECIL30522,F,0.01,
BSE,722909,1,KMIL27522,KMIL27522,F,0.01,
BSE,722908,1,JSWSL30522`,JSWSL30522`,F,0.01,
BSE,722907,1,TPCL30522,TPCL30522,F,0.01,
BSE,722906,1,JBC30522,JBC30522,F,0.01,
BSE,722905,1,BGHPL30522,BGHPL30522,F,0.01,
BSE,722904,1,BGHP30522,BGHP30522,F,0.01,
BSE,722903,1,KSL30522,KSL30522,F,0.01,
BSE,722902,1,HCFL27522,HCFL27522,F,0.01,
BSE,722901,1,OPAL26522,OPAL26522,F,0.01,
BSE,722900,1,HSL27522,HSL27522,F,0.01,
BSE,722899,1,AFL27522,AFL27522,F,0.01,
BSE,722898,1,KSL27522,KSL27522,F,0.01,
BSE,722897,1,NACL260522,NACL260522,F,0.01,
BSE,722896,1,EFIL270522,EFIL270522,F,0.01,
BSE,722895,1,BFL270522,BFL270522,F,0.01,
BSE,722894,1,TPCL27522,TPCL27522,F,0.01,
BSE,722893,1,KIL270522,KIL270522,F,0.01,
BSE,722892,1,NPL270522,NPL270522,F,0.01,
BSE,722891,1,HDFC260522,HDFC260522,F,0.01,
BSE,722890,1,JBCPL26522,JBCPL26522,F,0.01,
BSE,722889,1,BFL260522,BFL260522,F,0.01,
BSE,722888,1,GICHF26522,GICHF26522,F,0.01,
BSE,722887,1,SCCL260522,SCCL260522,F,0.01,
BSE,722885,1,EFIL26522,EFIL26522,F,0.01,
BSE,722884,1,RRVL25522,RRVL25522,F,0.01,
BSE,722883,1,HDFCL25522,HDFCL25522,F,0.01,
BSE,722882,1,JKCL25522,JKCL25522,F,0.01,
BSE,722881,1,MOFS25522,MOFS25522,F,0.01,
BSE,722880,1,MOFSL25522,MOFSL25522,F,0.01,
BSE,722879,1,DCBL250522,DCBL250522,F,0.01,
BSE,722878,1,TIPL25522,TIPL25522,F,0.01,
BSE,722876,1,TVBL250522,TVBL250522,F,0.01,
BSE,722875,1,TRIL250522,TRIL250522,F,0.01,
BSE,722874,1,IIFL240522,IIFL240522,F,0.01,
BSE,722873,1,IOCL24522,IOCL24522,F,0.01,
BSE,722872,1,JKCK24522,JKCK24522,F,0.01,
BSE,722871,1,HSEC24522,HSEC24522,F,0.01,
BSE,722870,1,LTL240522,LTL240522,F,0.01,
BSE,722869,1,LTL24522,LTL24522,F,0.01,
BSE,722867,1,NMIL230522,NMIL230522,F,0.01,
BSE,722866,1,BGHPL23522,BGHPL23522,F,0.01,
BSE,722865,1,HDFCS20522,HDFCS20522,F,0.01,
BSE,722864,1,HDFCL20522,HDFCL20522,F,0.01,
BSE,722863,1,BHEL20522,BHEL20522,F,0.01,
BSE,722862,1,EFIL200522,EFIL200522,F,0.01,
BSE,722861,1,HDFCL19522,HDFCL19522,F,0.01,
BSE,722860,1,LTL19522,LTL19522,F,0.01,
BSE,722859,1,KMPL19522,KMPL19522,F,0.01,
BSE,722858,1,SCL19522,SCL19522,F,0.01,
BSE,722857,1,ISEC19522,ISEC19522,F,0.01,
BSE,722856,1,SCCL19522,SCCL19522,F,0.01,
BSE,722855,1,TSL19522,TSL19522,F,0.01,
BSE,722854,1,TSL190522,TSL190522,F,0.01,
BSE,722853,1,CTI18522,CTI18522,F,0.01,
BSE,722852,1,CTIL18522,CTIL18522,F,0.01,
BSE,722851,1,BHFL180522,BHFL180522,F,0.01,
BSE,722850,1,TIAPL18522,TIAPL18522,F,0.01,
BSE,722849,1,MOFSL18522,MOFSL18522,F,0.01,
BSE,722848,1,HDFCL18522,HDFCL18522,F,0.01,
BSE,722847,1,BGHPL18522,BGHPL18522,F,0.01,
BSE,722846,1,AEL17522,AEL17522,F,0.01,
BSE,722845,1,JBC180522,JBC180522,F,0.01,
BSE,722844,1,KMPL180522,KMPL180522,F,0.01,
BSE,722843,1,TIL170522,TIL170522,F,0.01,
BSE,722842,1,IWPL170522,IWPL170522,F,0.01,
BSE,722841,1,TV18B17522,TV18B17522,F,0.01,
BSE,722840,1,JBC17522,JBC17522,F,0.01,
BSE,722839,1,SCL17522,SCL17522,F,0.01,
BSE,722838,1,HDFC170522,HDFC170522,F,0.01,
BSE,722837,1,PIICL17522,PIICL17522,F,0.01,
BSE,722836,1,NMIL17522,NMIL17522,F,0.01,
BSE,722835,1,AEL13522,AEL13522,F,0.01,
BSE,722832,1,ISEC13522,ISEC13522,F,0.01,
BSE,722831,1,NMIL130522A,NMIL130522A,F,0.01,
BSE,722830,1,NMIL130522,NMIL130522,F,0.01,
BSE,722829,1,KSL135222,KSL135222,F,0.01,
BSE,722828,1,BGHPL13522,BGHPL13522,F,0.01,
BSE,722827,1,BHFL120522,BHFL120522,F,0.01,
BSE,722826,1,TVBL130522,TVBL130522,F,0.01,
BSE,722825,1,HDFCS13522,HDFCS13522,F,0.01,
BSE,722824,1,PPFL110522,PPFL110522,F,0.01,
BSE,722823,1,HDFCL130522,HDFCL130522,F,0.01,
BSE,722822,1,HDFCL13522,HDFCL13522,F,0.01,
BSE,722821,1,JBC12522,JBC12522,F,0.01,
BSE,722820,1,AFL120522,AFL120522,F,0.01,
BSE,722819,1,BGHPL11522,BGHPL11522,F,0.01,
BSE,722818,1,LTMR10522,LTMR10522,F,0.01,
BSE,722816,1,ISEC10522,ISEC10522,F,0.01,
BSE,722815,1,ICICI10522,ICICI10522,F,0.01,
BSE,722814,1,TSL10522,TSL10522,F,0.01,
BSE,722812,1,LTL100522,LTL100522,F,0.01,
BSE,722811,1,AEL6522,AEL6522,F,0.01,
BSE,722808,1,BOBFSL6522,BOBFSL6522,F,0.01,
BSE,722807,1,NLCTPL6522,NLCTPL6522,F,0.01,
BSE,722806,1,HDFCSL6522,HDFCSL6522,F,0.01,
BSE,722805,1,NFL060522,NFL060522,F,0.01,
BSE,722804,1,AEL4522,AEL4522,F,0.01,
BSE,722803,1,SBNPPF4522,SBNPPF4522,F,0.01,
BSE,722802,1,MOFS040522,MOFS040522,F,0.01,
BSE,722800,1,PIL050522,PIL050522,F,0.01,
BSE,722799,1,MOFSL05522,MOFSL05522,F,0.01,
BSE,722797,1,EBL050522,EBL050522,F,0.01,
BSE,722796,1,SKL040522,SKL040522,F,0.01,
BSE,722795,1,KECIL04522,KECIL04522,F,0.01,
BSE,722794,1,KECIL4522,KECIL4522,F,0.01,
BSE,722793,1,JBC020522,JBC020522,F,0.01,
BSE,722792,1,ICICIS2522,ICICIS2522,F,0.01,
BSE,722791,1,ASL02522,ASL02522,F,0.01,
BSE,722790,1,STL2522,STL2522,F,0.01,
BSE,722789,1,GHFL2522,GHFL2522,F,0.01,
BSE,722788,1,TRIL29422,TRIL29422,F,0.01,
BSE,722787,1,EBL020522,EBL020522,F,0.01,
BSE,722786,1,TPCL29422,TPCL29422,F,0.01,
BSE,722785,1,SKL290422,SKL290422,F,0.01,
BSE,722783,1,HSECL29422,HSECL29422,F,0.01,
BSE,722782,1,SKL280422,SKL280422,F,0.01,
BSE,722781,1,HSL290422,HSL290422,F,0.01,
BSE,722780,1,BGHPL290422,BGHPL290422,F,0.01,
BSE,722779,1,JBC290422,JBC290422,F,0.01,
BSE,722778,1,AFSL28422,AFSL28422,F,0.01,
BSE,722777,1,SBN28422,SBN28422,F,0.01,
BSE,722776,1,JBCPL28422,JBCPL28422,F,0.01,
BSE,722775,1,SCCL27422,SCCL27422,F,0.01,
BSE,722774,1,ASL280422,ASL280422,F,0.01,
BSE,722773,1,ASL28422,ASL28422,F,0.01,
BSE,722772,1,MHFL280422,MHFL280422,F,0.01,
BSE,722771,1,HDFCS28422,HDFCS28422,F,0.01,
BSE,722770,1,BFL28422,BFL28422,F,0.01,
BSE,722769,1,BGHPL28422,BGHPL28422,F,0.01,
BSE,722768,1,SBNP280422,SBNP280422,F,0.01,
BSE,722766,1,GHFL280422,GHFL280422,F,0.01,
BSE,722765,1,KMIL280422,KMIL280422,F,0.01,
BSE,722764,1,IGHHP27422,IGHHP27422,F,0.01,
BSE,722763,1,KSL270422,KSL270422,F,0.01,
BSE,722761,1,HDC27422,HDC27422,F,0.01,
BSE,722760,1,SBICAP27422,SBICAP27422,F,0.01,
BSE,722758,1,AFL260422,AFL260422,F,0.01,
BSE,722757,1,ISL270422,ISL270422,F,0.01,
BSE,722756,1,HDFC27422,HDFC27422,F,0.01,
BSE,722755,1,HDFC270422,HDFC270422,F,0.01,
BSE,722754,1,TIL250422,TIL250422,F,0.01,
BSE,722753,1,JBC260422,JBC260422,F,0.01,
BSE,722752,1,BHFL260422,BHFL260422,F,0.01,
BSE,722751,1,HDFC260422,HDFC260422,F,0.01,
BSE,722749,1,HDFCS25422,HDFCS25422,F,0.01,
BSE,722748,1,NMIL25422,NMIL25422,F,0.01,
BSE,722747,1,PIICL25422,PIICL25422,F,0.01,
BSE,722745,1,AFL22422,AFL22422,F,0.01,
BSE,722744,1,AFL220422,AFL220422,F,0.01,
BSE,722743,1,HDFCSL22422,HDFCSL22422,F,0.01,
BSE,722742,1,KECI22422,KECI22422,F,0.01,
BSE,722741,1,KECIL220422,KECIL220422,F,0.01,
BSE,722740,1,KECIL22422,KECIL22422,F,0.01,
BSE,722739,1,TTL22422,TTL22422,F,0.01,
BSE,722738,1,BFL220422,BFL220422,F,0.01,
BSE,722737,1,ICFL22422,ICFL22422,F,0.01,
BSE,722736,1,BFSL220422,BFSL220422,F,0.01,
BSE,722735,1,KMPL220422,KMPL220422,F,0.01,
BSE,722734,1,BFSL22422,BFSL22422,F,0.01,
BSE,722733,1,NMIL220422,NMIL220422,F,0.01,
BSE,722732,1,JBC220422,JBC220422,F,0.01,
BSE,722731,1,SBI220422,SBI220422,F,0.01,
BSE,722730,1,JBCPL21422,JBCPL21422,F,0.01,
BSE,722729,1,KMPL21422,KMPL21422,F,0.01,
BSE,722728,1,PICL21422,PICL21422,F,0.01,
BSE,722727,1,SCCL21422,SCCL21422,F,0.01,
BSE,722726,1,KECIL21422,KECIL21422,F,0.01,
BSE,722725,1,SCCL210422,SCCL210422,F,0.01,
BSE,722723,1,AEL200422,AEL200422,F,0.01,
BSE,722722,1,AEL20422,AEL20422,F,0.01,
BSE,722719,1,NPL21422,NPL21422,F,0.01,
BSE,722718,1,BFL21422,BFL21422,F,0.01,
BSE,722717,1,TTSL20422,TTSL20422,F,0.01,
BSE,722716,1,TSL20422,TSL20422,F,0.01,
BSE,722715,1,ONGCP20422,ONGCP20422,F,0.01,
BSE,722714,1,JSWS20422,JSWS20422,F,0.01,
BSE,722713,1,JSWSL20422,JSWSL20422,F,0.01,
BSE,722711,1,AFL200422,AFL200422,F,0.01,
BSE,722710,1,JSWL20422,JSWL20422,F,0.01,
BSE,722709,1,JSWL200422,JSWL200422,F,0.01,
BSE,722708,1,BFSL200422,BFSL200422,F,0.01,
BSE,722706,1,SL190422,SL190422,F,0.01,
BSE,722705,1,SL19422,SL19422,F,0.01,
BSE,722703,1,ISEC19422,ISEC19422,F,0.01,
BSE,722702,1,ASL19422,ASL19422,F,0.01,
BSE,722701,1,NFL130422,NFL130422,F,0.01,
BSE,722700,1,HDFC190422,HDFC190422,F,0.01,
BSE,722699,1,NBAR18422,NBAR18422,F,0.01,
BSE,722698,1,HDFCS18422,HDFCS18422,F,0.01,
BSE,722697,1,RJIL180422,RJIL180422,F,0.01,
BSE,722696,1,IHFCL18422,IHFCL18422,F,0.01,
BSE,722695,1,ICFL18422,ICFL18422,F,0.01,
BSE,722694,1,GIL130422,GIL130422,F,0.01,
BSE,722693,1,ISEC13422,ISEC13422,F,0.01,
BSE,722692,1,ASL13422,ASL13422,F,0.01,
BSE,722690,1,HDFCS13422,HDFCS13422,F,0.01,
BSE,722689,1,HDFCSL13422,HDFCSL13422,F,0.01,
BSE,722688,1,TSL12422,TSL12422,F,0.01,
BSE,722687,1,HDFC120422,HDFC120422,F,0.01,
BSE,722683,1,AFL11422,AFL11422,F,0.01,
BSE,722682,1,AFL110422,AFL110422,F,0.01,
BSE,722680,1,JBCPL110422,JBCPL110422,F,0.01,
BSE,722678,1,KSL11422,KSL11422,F,0.01,
BSE,722675,1,ASL11422,ASL11422,F,0.01,
BSE,722674,1,ONGCPA8422,ONGCPA8422,F,0.01,
BSE,722673,1,AEL8422,AEL8422,F,0.01,
BSE,722672,1,BOB070422,BOB070422,F,0.01,
BSE,722671,1,BGHPL8422,BGHPL8422,F,0.01,
BSE,722669,1,NLCTP080422,NLCTP080422,F,0.01,
BSE,722668,1,GHFL8422,GHFL8422,F,0.01,
BSE,722667,1,SL080422,SL080422,F,0.01,
BSE,722666,1,ICICI080422,ICICI080422,F,0.01,
BSE,722665,1,CFHL07422,CFHL07422,F,0.01,
BSE,722664,1,JBC8422,JBC8422,F,0.01,
BSE,722663,1,CFHL070422,CFHL070422,F,0.01,
BSE,722661,1,SBNP080422,SBNP080422,F,0.01,
BSE,722659,1,EBL080422,EBL080422,F,0.01,
BSE,722657,1,AEL7422,AEL7422,F,0.01,
BSE,722656,1,APSEZ7422,APSEZ7422,F,0.01,
BSE,722655,1,APSEZL7422,APSEZL7422,F,0.01,
BSE,722654,1,JBCPL6422,JBCPL6422,F,0.01,
BSE,722653,1,BHFL6422,BHFL6422,F,0.01,
BSE,722652,1,JSWEL5422,JSWEL5422,F,0.01,
BSE,722651,1,IFPL5422,IFPL5422,F,0.01,
BSE,722648,1,ISCFL31322,ISCFL31322,F,0.01,
BSE,722647,1,KSL31322,KSL31322,F,0.01,
BSE,722646,1,AEL310322,AEL310322,F,0.01,
BSE,722645,1,AEL31322,AEL31322,F,0.01,
BSE,722643,1,TRIL29322,TRIL29322,F,0.01,
BSE,722642,1,L&T30322,L&T30322,F,0.01,
BSE,722641,1,MOFL30322,MOFL30322,F,0.01,
BSE,722638,1,RJIL300322,RJIL300322,F,0.01,
BSE,722637,1,RJIL30322,RJIL30322,F,0.01,
BSE,722636,1,APSE290322,APSE290322,F,0.01,
BSE,722634,1,TSL29322,TSL29322,F,0.01,
BSE,722633,1,ICL290322,ICL290322,F,0.01,
BSE,722631,1,APSEZ29322,APSEZ29322,F,0.01,
BSE,722629,1,JBCPL29322,JBCPL29322,F,0.01,
BSE,722628,1,TPCL28322,TPCL28322,F,0.01,
BSE,722627,1,TRIL28322,TRIL28322,F,0.01,
BSE,722626,1,KMIL280322,KMIL280322,F,0.01,
BSE,722624,1,SCCL280322,SCCL280322,F,0.01,
BSE,722622,1,APSEZ25322,APSEZ25322,F,0.01,
BSE,722620,1,ISEC250322,ISEC250322,F,0.01,
BSE,722618,1,KSL250322,KSL250322,F,0.01,
BSE,722617,1,BGHPL25322,BGHPL25322,F,0.01,
BSE,722616,1,RJIL250322,RJIL250322,F,0.01,
BSE,722615,1,KMIL250322,KMIL250322,F,0.01,
BSE,722613,1,HDFC24322,HDFC24322,F,0.01,
BSE,722611,1,JBC240322,JBC240322,F,0.01,
BSE,722610,1,TVHL24322,TVHL24322,F,0.01,
BSE,722608,1,AFL240322,AFL240322,F,0.01,
BSE,722607,1,JSWEL24322,JSWEL24322,F,0.01,
BSE,722606,1,SBIC230322,SBIC230322,F,0.01,
BSE,722605,1,PICL230322,PICL230322,F,0.01,
BSE,722604,1,NACL22322,NACL22322,F,0.01,
BSE,722603,1,IGH233322,IGH233322,F,0.01,
BSE,722602,1,RRVL230322,RRVL230322,F,0.01,
BSE,722601,1,JBC23322,JBC23322,F,0.01,
BSE,722598,1,IGHHP220322,IGHHP220322,F,0.01,
BSE,722594,1,IFPL22322,IFPL22322,F,0.01,
BSE,722588,1,SCIL210322,SCIL210322,F,0.01,
BSE,722584,1,HDFC210322,HDFC210322,F,0.01,
BSE,722581,1,TRIL170322,TRIL170322,F,0.01,
BSE,722579,1,ISEC17322,ISEC17322,F,0.01,
BSE,722578,1,AIL17322,AIL17322,F,0.01,
BSE,722571,1,HDFC220317,HDFC220317,F,0.01,
BSE,722562,1,KMIL16322,KMIL16322,F,0.01,
BSE,722559,1,JMARC16322,JMARC16322,F,0.01,
BSE,722558,1,AFL16322,AFL16322,F,0.01,
BSE,722557,1,JMCSL16322,JMCSL16322,F,0.01,
BSE,722551,1,AFL150322,AFL150322,F,0.01,
BSE,722549,1,RRVL14322,RRVL14322,F,0.01,
BSE,722543,1,N18MI14322,N18MI14322,F,0.01,
BSE,722541,1,RRVL220311,RRVL220311,F,0.01,
BSE,722536,1,TVBL110322,TVBL110322,F,0.01,
BSE,722534,1,HDFC11322,HDFC11322,F,0.01,
BSE,722530,1,AEL10322,AEL10322,F,0.01,
BSE,722525,1,RRVL090322,RRVL090322,F,0.01,
BSE,722517,1,AFL08322,AFL08322,F,0.01,
BSE,722510,1,KFIL080322,KFIL080322,F,0.01,
BSE,722508,1,TRIL070322,TRIL070322,F,0.01,
BSE,722506,1,RRVL070322,RRVL070322,F,0.01,
BSE,722503,1,TVB070322,TVB070322,F,0.01,
BSE,722502,1,NMIL070322,NMIL070322,F,0.01,
BSE,722499,1,IIFL040322,IIFL040322,F,0.01,
BSE,722498,1,FFSL040322,FFSL040322,F,0.01,
BSE,722492,1,IWPL030322,IWPL030322,F,0.01,
BSE,722488,1,FFSL3322,FFSL3322,F,0.01,
BSE,722484,1,TV18B2321,TV18B2321,F,0.01,
BSE,722481,1,IWPL02322,IWPL02322,F,0.01,
BSE,722479,1,IWML2322,IWML2322,F,0.01,
BSE,722468,1,MOFSL240223,MOFSL240223,F,0.01,
BSE,722458,1,IHFCL25222,IHFCL25222,F,0.01,
BSE,722457,1,N18MI22225,N18MI22225,F,0.01,
BSE,722455,1,N18MI250222,N18MI250222,F,0.01,
BSE,722451,1,SCCL240222,SCCL240222,F,0.01,
BSE,722446,1,KECIL240222,KECIL240222,F,0.01,
BSE,722445,1,FFSL230222,FFSL230222,F,0.01,
BSE,722442,1,KMIL220222,KMIL220222,F,0.01,
BSE,722439,1,FFSL210222,FFSL210222,F,0.01,
BSE,722436,1,MOFSL21222,MOFSL21222,F,0.01,
BSE,722431,1,TPL180222,TPL180222,F,0.01,
BSE,722425,1,KEC180222,KEC180222,F,0.01,
BSE,722422,1,BHFL170222,BHFL170222,F,0.01,
BSE,722418,1,BFSL17FEB22,BFSL17FEB22,F,0.01,
BSE,722417,1,SCCL170222,SCCL170222,F,0.01,
BSE,722416,1,GICHF17222,GICHF17222,F,0.01,
BSE,722414,1,TV18B160222,TV18B160222,F,0.01,
BSE,722409,1,RRVL150222,RRVL150222,F,0.01,
BSE,722403,1,NW18M15222,NW18M15222,F,0.01,
BSE,722397,1,KEC140222,KEC140222,F,0.01,
BSE,722395,1,AFL110222,AFL110222,F,0.01,
BSE,722394,1,IIFLS110222,IIFLS110222,F,0.01,
BSE,722388,1,MOFSL100222,MOFSL100222,F,0.01,
BSE,722386,1,ASL090222,ASL090222,F,0.01,
BSE,722384,1,ISEC09222,ISEC09222,F,0.01,
BSE,722375,1,CFH080222,CFH080222,F,0.01,
BSE,722365,1,TBL040222,TBL040222,F,0.01,
BSE,722359,1,HSL3222,HSL3222,F,0.01,
BSE,722355,1,NMIL02222,NMIL02222,F,0.01,
BSE,722326,1,SAVPL28122,SAVPL28122,F,0.01,
BSE,722322,1,SCCL280122,SCCL280122,F,0.01,
BSE,722315,1,TRIL27122,TRIL27122,F,0.01,
BSE,722309,1,SCCL270122,SCCL270122,F,0.01,
BSE,722308,1,HSL270122,HSL270122,F,0.01,
