Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
BSE,199031,1,SILVERINV,SILVERINV,E,0.01,
BSE,199030,1,HNGSNGINAV,HNGSNGINAV,E,0.01,
BSE,199029,1,GOLDSHAINV,GOLDSHAINV,E,0.01,
BSE,199028,1,QGOLDLFINV,QGOLDLFINV,E,0.01,
BSE,199027,1,SBIGETSINAV,SBIGETSINAV,E,0.01,
BSE,199026,1,KOTAKGDINV,KOTAKGDINV,E,0.01,
BSE,199025,1,GOLDBSINAV,GOLDBSINAV,E,0.01,
BSE,199024,1,ICICISINAV,ICICISINAV,E,0.01,
BSE,199023,1,IDBIGDINAV,IDBIGDINAV,E,0.01,
BSE,199022,1,AXISGOLDINV,AXISGOLDINV,E,0.01,
BSE,199021,1,BSLGOLDETF,BSLGOLDETF,E,0.01,
BSE,199020,1,MON100INAV,MON100INAV,E,0.01,
BSE,199019,1,ICICIGDINV,ICICIGDINV,E,0.01,
BSE,199018,1,HDFCETFINV,HDFCETFINV,E,0.01,
BSE,199017,1,IVZGOLDINV,IVZGOLDINV,E,0.01,
BSE,199016,1,RELCPSEINAV,RELCPSEINAV,B,0.01,
BSE,199015,1,RELHANGINAV,RELHANGINAV,B,0.01,
BSE,199014,1,RELSHARINAV,RELSHARINAV,B,0.01,
BSE,199013,1,RELPSUBINAV,RELPSUBINAV,B,0.01,
BSE,199012,1,RELGGLDINAV,RELGGLDINAV,B,0.01,
BSE,199011,1,RELLIQUINAV,RELLIQUINAV,B,0.01,
BSE,199010,1,RELGNFTINAV,RELGNFTINAV,B,0.01,
BSE,199009,1,RELJUNIINAV,RELJUNIINAV,B,0.01,
BSE,199008,1,RELGBNKINAV,RELGBNKINAV,B,0.01,
BSE,199007,1,RELSNSXINAV,RELSNSXINAV,B,0.01,
BSE,199006,1,RELNFTYINAV,RELNFTYINAV,B,0.05,
BSE,199005,1,RELGOLDINAV,RELGOLDINAV,E,0.01,
BSE,199004,1,RELCNXINAV,RELCNXINAV,B,0.05,
BSE,199003,1,RELBANKINAV,RELBANKINAV,B,0.25,
BSE,199002,1,HDFNFTYINAV,HDFNFTYINAV,B,0.01,
BSE,199001,1,HDFSNSXINAV,HDFSNSXINAV,B,0.01,
BSE,973996,1,118647PFS25,118647PFS25,F,0.01,
BSE,973995,1,12SEPL24,12SEPL24,F,0.01,
BSE,973994,1,962APSBCL31,962APSBCL31,F,0.01,
BSE,973993,1,962APSBCL30,962APSBCL30,F,0.01,
BSE,973992,1,975IWL25,975IWL25,F,0.01,
BSE,973991,1,962APSBCL29,962APSBCL29,F,0.01,
BSE,973990,1,962APSBCL28,962APSBCL28,F,0.01,
BSE,973989,1,975IWL24,975IWL24,F,0.01,
BSE,973988,1,962APSBCL25,962APSBCL25,F,0.01,
BSE,973987,1,962ASBCL32,962ASBCL32,F,0.01,
BSE,973986,1,962APSBCL26,962APSBCL26,F,0.01,
BSE,973985,1,962APSBCL27,962APSBCL27,F,0.01,
BSE,973984,1,962APSBCL24,962APSBCL24,F,0.01,
BSE,973983,1,962APSBCL23,962APSBCL23,F,0.01,
BSE,973982,1,750GIL27,750GIL27,F,0.01,
BSE,973981,1,IIFL070622,IIFL070622,F,0.01,
BSE,973980,1,AFPL080622,AFPL080622,F,0.01,
BSE,973979,1,125CESP27,125CESP27,F,0.01,
BSE,973978,1,76ABFL25,76ABFL25,F,0.01,
BSE,973977,1,MASFSL6622,MASFSL6622,F,0.01,
BSE,973976,1,GRIL3622,GRIL3622,F,0.01,
BSE,973975,1,770BFL27,770BFL27,F,0.01,
BSE,973974,1,737TRIL23,737TRIL23,F,0.01,
BSE,973973,1,1155MML27,1155MML27,F,0.01,
BSE,973972,1,749HDBFSL25,749HDBFSL25,F,0.01,
BSE,973971,1,1177SML26,1177SML26,F,0.01,
BSE,973970,1,74HDFCL25,74HDFCL25,F,0.01,
BSE,973969,1,751SCPSL25,751SCPSL25,F,0.01,
BSE,973968,1,87ISFL23,87ISFL23,F,0.01,
BSE,973967,1,ZCJHL24A,ZCJHL24A,F,0.01,
BSE,973966,1,775JMFHL26,775JMFHL26,F,0.01,
BSE,973965,1,799BFL35,799BFL35,F,0.01,
BSE,973964,1,1161SML24,1161SML24,F,0.01,
BSE,973963,1,885SCUFL32,885SCUFL32,F,0.01,
BSE,973962,1,1146MMFL27,1146MMFL27,F,0.01,
BSE,973961,1,CFPL26522,CFPL26522,F,0.01,
BSE,973960,1,EFIL270522A,EFIL270522A,F,0.01,
BSE,973959,1,WPL260522,WPL260522,F,0.01,
BSE,973958,1,1175WPL25A,1175WPL25A,F,0.01,
BSE,973957,1,WPL300522,WPL300522,F,0.01,
BSE,973956,1,1175WPL25,1175WPL25,F,0.01,
BSE,973955,1,5WPL25,5WPL25,F,0.01,
BSE,973954,1,JMFAR26522,JMFAR26522,F,0.01,
BSE,973953,1,SKFL260522,SKFL260522,F,0.01,
BSE,973952,1,865JMFCS32,865JMFCS32,F,0.01,
BSE,973951,1,EBL260522,EBL260522,F,0.01,
BSE,973950,1,ELL240522,ELL240522,F,0.01,
BSE,973949,1,786HDFCL32,786HDFCL32,F,0.01,
BSE,973948,1,UCL23522,UCL23522,F,0.01,
BSE,973947,1,AKCFL26522,AKCFL26522,F,0.01,
BSE,973946,1,1161SMCL24,1161SMCL24,F,0.01,
BSE,973945,1,770BHFL27,770BHFL27,F,0.01,
BSE,973944,1,1177MML26,1177MML26,F,0.01,
BSE,973943,1,PEL250522,PEL250522,F,0.01,
BSE,973942,1,1186VHFPL25,1186VHFPL25,F,0.01,
BSE,973941,1,10JSHP24,10JSHP24,F,0.01,
BSE,973940,1,10JSHP24A,10JSHP24A,F,0.01,
BSE,973939,1,1135OCIP25,1135OCIP25,F,0.01,
BSE,973938,1,MOFSL13522,MOFSL13522,F,0.01,
BSE,973937,1,EAAL18522,EAAL18522,F,0.01,
BSE,973936,1,SCUF180522,SCUF180522,F,0.01,
BSE,973935,1,1060KFL25,1060KFL25,F,0.01,
BSE,973934,1,675AFL2025,675AFL2025,F,0.01,
BSE,973933,1,655KMPL25,655KMPL25,F,0.01,
BSE,973932,1,61840GK22,61840GK22,F,0.01,
BSE,973931,1,ABFL040522,ABFL040522,F,0.01,
BSE,973930,1,PEL040522,PEL040522,F,0.01,
BSE,973929,1,SKFL29422,SKFL29422,F,0.01,
BSE,973928,1,6TARCL27,6TARCL27,F,0.01,
BSE,973927,1,AFPL270422,AFPL270422,F,0.01,
BSE,973926,1,11DKGFS25,11DKGFS25,F,0.01,
BSE,973925,1,578NTPC24,578NTPC24,F,0.01,
BSE,973924,1,IWPL260422,IWPL260422,F,0.01,
BSE,973923,1,825STFC29,825STFC29,F,0.01,
BSE,973922,1,624TRIL23,624TRIL23,F,0.01,
BSE,973921,1,7LKCP26,7LKCP26,F,0.01,
BSE,973920,1,15PPPL29,15PPPL29,F,0.01,
BSE,973919,1,850AEL24,850AEL24,F,0.01,
BSE,973918,1,810AEL23,810AEL23,F,0.01,
BSE,973917,1,EFIL20422,EFIL20422,F,0.01,
BSE,973916,1,584IOCL24,584IOCL24,F,0.01,
BSE,973915,1,804AFSL23,804AFSL23,F,0.01,
BSE,973914,1,MSFL19422,MSFL19422,F,0.01,
BSE,973913,1,68STFCL24,68STFCL24,F,0.01,
BSE,973912,1,1034ERCS25,1034ERCS25,F,0.01,
BSE,973911,1,790JMFH27,790JMFH27,F,0.01,
BSE,973910,1,735EOPR27,735EOPR27,F,0.01,
BSE,973909,1,1425DKGF23,1425DKGF23,F,0.01,
BSE,973908,1,977ERCSL24,977ERCSL24,F,0.01,
BSE,973907,1,7RMIL26,7RMIL26,F,0.01,
BSE,973906,1,OFSPL310322,OFSPL310322,F,0.01,
BSE,973905,1,0PHPL25,0PHPL25,F,0.01,
BSE,973904,1,1177MML27,1177MML27,F,0.01,
BSE,973903,1,ELL300322,ELL300322,F,0.01,
BSE,973902,1,860IOB32,860IOB32,F,0.01,
BSE,973901,1,1365AFSL27,1365AFSL27,F,0.01,
BSE,973900,1,1011INDIG24,1011INDIG24,F,0.01,
BSE,973899,1,978VCPL24,978VCPL24,F,0.01,
BSE,973898,1,950JKBL32,950JKBL32,F,0.01,
BSE,973897,1,1177SCNL26,1177SCNL26,F,0.01,
BSE,973896,1,10IML24,10IML24,F,0.01,
BSE,973895,1000000,10LAUREN23,10LAUREN23,F,0.01,
BSE,973894,1,82LAUREN23,82LAUREN23,F,0.01,
BSE,973893,1,1245SML26,1245SML26,F,0.01,
BSE,973892,1,VFSPL30322,VFSPL30322,F,0.01,
BSE,973891,1,681DARPL35,681DARPL35,F,0.01,
BSE,973890,1,681DAPL35,681DAPL35,F,0.01,
BSE,973889,1,8MWMPL24B,8MWMPL24B,F,0.01,
BSE,973888,1,680AFL26,680AFL26,F,0.01,
BSE,973887,1,805AKCF25,805AKCF25,F,0.01,
BSE,973886,1,AFPL25322,AFPL25322,F,0.01,
BSE,973885,1,AFPL250322,AFPL250322,F,0.01,
BSE,973884,1,ZCJHL2024,ZCJHL2024,F,0.01,
BSE,973883,1,970UPCL32,970UPCL32,F,0.01,
BSE,973882,1,97UPPCL28,97UPPCL28,F,0.01,
BSE,973881,1,970UPCL31,970UPCL31,F,0.01,
BSE,973880,1,97UPPCL27,97UPPCL27,F,0.01,
BSE,973879,1,97UPPCL26,97UPPCL26,F,0.01,
BSE,973878,1,970UPPC30,970UPPC30,F,0.01,
BSE,973877,1,97UPPCL25,97UPPCL25,F,0.01,
BSE,973876,1,970UPC29,970UPC29,F,0.01,
BSE,973875,1,645DBLM35,645DBLM35,F,0.01,
BSE,973874,1,645DBL35,645DBL35,F,0.01,
BSE,973873,1,MFL240322,MFL240322,F,0.01,
BSE,973872,1,MML250322,MML250322,F,0.01,
BSE,973871,1,605PGCIL27,605PGCIL27,F,0.01,
BSE,973870,1,875BOMPERP,875BOMPERP,F,0.01,
BSE,973869,1,740AFSL25,740AFSL25,F,0.01,
BSE,973868,1,715VMC27,715VMC27,F,0.01,
BSE,973867,1,1058VFPL24,1058VFPL24,F,0.01,
BSE,973866,1,GIC280322,GIC280322,F,0.01,
BSE,973865,1,1150IIL23A,1150IIL23A,F,0.01,
BSE,973864,1,714NEEPCL30,714NEEPCL30,F,0.01,
BSE,973863,1,625AFL27,625AFL27,F,0.01,
BSE,973862,1,1255VHFPL26,1255VHFPL26,F,0.01,
BSE,973861,1,690TRCL27,690TRCL27,F,0.01,
BSE,973860,1,690TRCL26,690TRCL26,F,0.01,
BSE,973859,1,562HUDCO25,562HUDCO25,F,0.01,
BSE,973858,1,745STFC25,745STFC25,F,0.01,
BSE,973857,1,TIAPL23322,TIAPL23322,F,0.01,
BSE,973856,1,AFL220322,AFL220322,F,0.01,
BSE,973855,1,AEL210322,AEL210322,F,0.01,
BSE,973854,1,GICHF210322,GICHF210322,F,0.01,
BSE,973853,1,NFL150322,NFL150322,F,0.01,
BSE,973852,1,62KMPL25,62KMPL25,F,0.01,
BSE,973851,1,STFCL170322,STFCL170322,F,0.01,
BSE,973850,1,58GRGDHPL35,58GRGDHPL35,F,0.01,
BSE,973849,1,ABHFL210322,ABHFL210322,F,0.01,
BSE,973848,1,630HDBFS25,630HDBFS25,F,0.01,
BSE,973847,1,QFPL15322,QFPL15322,F,0.01,
BSE,973846,1,VCPL140322,VCPL140322,F,0.01,
BSE,973845,1,ELL110322,ELL110322,F,0.01,
BSE,973844,1,717IIFCL32,717IIFCL32,F,0.01,
BSE,973843,1,1255NCPL27,1255NCPL27,F,0.01,
BSE,973842,1,1186VHFL25,1186VHFL25,F,0.01,
BSE,973841,1,712NHAI37,712NHAI37,F,0.01,
BSE,973840,1,665KFIL24,665KFIL24,F,0.01,
BSE,973839,1,665KFIL25,665KFIL25,F,0.01,
BSE,973838,1,JMFPL10322,JMFPL10322,F,0.01,
BSE,973837,1,718HDFC32,718HDFC32,F,0.01,
BSE,973836,1,625PNCRH34,625PNCRH34,F,0.01,
BSE,973835,1,745HLFL24,745HLFL24,F,0.01,
BSE,973834,1,740NL27,740NL27,F,0.01,
BSE,973833,1,680NL25,680NL25,F,0.01,
BSE,973832,1,117702SCL26,117702SCL26,F,0.01,
BSE,973831,1,SHFL040325,SHFL040325,F,0.01,
BSE,973830,1,675ASPL25,675ASPL25,F,0.01,
BSE,973829,1,675FSPL25,675FSPL25,F,0.01,
BSE,973828,1,598IREDA25,598IREDA25,F,0.01,
BSE,973827,1,675CSEL25,675CSEL25,F,0.01,
BSE,973826,1,585IHFC24,585IHFC24,F,0.01,
BSE,973825,1,675ASEPL25,675ASEPL25,F,0.01,
BSE,973824,1,PEL020322,PEL020322,F,0.01,
BSE,973823,1,856STFCL32,856STFCL32,F,0.01,
BSE,973822,1,609HPCL27,609HPCL27,F,0.01,
BSE,973821,1,1020VCPL23,1020VCPL23,F,0.01,
BSE,973820,1,705AHFL26,705AHFL26,F,0.01,
BSE,973819,1,BML280222,BML280222,F,0.01,
BSE,973818,1,730HCFSL29,730HCFSL29,F,0.01,
BSE,973817,1,590HDFC25,590HDFC25,F,0.01,
BSE,973816,1,630AFL25,630AFL25,F,0.01,
BSE,973815,1,NFL230222,NFL230222,F,0.01,
BSE,973814,1,563NABARD25,563NABARD25,F,0.01,
BSE,973813,1,773JSL25,773JSL25,F,0.01,
BSE,973812,1,632CTIL25,632CTIL25,F,0.01,
BSE,973811,1,715IIL27,715IIL27,F,0.01,
BSE,973810,1,ZCHDB230222,ZCHDB230222,F,0.01,
BSE,973809,1,617MFL24,617MFL24,F,0.01,
BSE,973808,1,KMPL230222,KMPL230222,F,0.01,
BSE,973807,1,632DBL35,632DBL35,F,0.01,
BSE,973806,1,632DBLB35,632DBLB35,F,0.01,
BSE,973805,1,9SCUFL32,9SCUFL32,F,0.01,
BSE,973804,1,750SCUFL23,750SCUFL23,F,0.01,
BSE,973803,1,JMFPL21222,JMFPL21222,F,0.01,
BSE,973802,1,632DBLM35,632DBLM35,F,0.01,
BSE,973801,1,7STFCL24,7STFCL24,F,0.01,
BSE,973800,1,632DBLMS35,632DBLMS35,F,0.01,
BSE,973799,1,740STFCL25,740STFCL25,F,0.01,
BSE,973798,1,559HUDCO25,559HUDCO25,F,0.01,
BSE,973797,1,598MMFSL24,598MMFSL24,F,0.01,
BSE,973796,1,89TCBIL35,89TCBIL35,F,0.01,
BSE,973795,1,584BHFL24,584BHFL24,F,0.01,
BSE,973794,1,ZCBFL180222,ZCBFL180222,F,0.01,
BSE,973793,1,575BFL24,575BFL24,F,0.01,
BSE,973792,1,614IOCL27,614IOCL27,F,0.01,
BSE,973791,1,EFIL160222,EFIL160222,F,0.01,
BSE,973790,1,1216SFIS26,1216SFIS26,F,0.01,
BSE,973789,1,ABFL160222,ABFL160222,F,0.01,
BSE,973788,1,575BCL27,575BCL27,F,0.01,
BSE,973787,1,687MFL25,687MFL25,F,0.01,
BSE,973786,1,ELL14FEB22,ELL14FEB22,F,0.01,
BSE,973785,1,JMFAR110222,JMFAR110222,F,0.01,
BSE,973784,1,MMFSL150222,MMFSL150222,F,0.01,
BSE,973783,1,775ALSPL25,775ALSPL25,F,0.01,
BSE,973782,1,915NFL23A,915NFL23A,F,0.01,
BSE,973781,1,6MOHFL25,6MOHFL25,F,0.01,
BSE,973780,1,1225LLDL25,1225LLDL25,F,0.01,
BSE,973779,1,830AFL25,830AFL25,F,0.01,
BSE,973778,1,IIFL080222,IIFL080222,F,0.01,
BSE,973777,1,ZCGMRPL25,ZCGMRPL25,F,0.01,
BSE,973776,1,1750MNRL26A,1750MNRL26A,F,0.01,
BSE,973775,1,ZCGMRPL24,ZCGMRPL24,F,0.01,
BSE,973774,1,ZCGMR24,ZCGMR24,F,0.01,
BSE,973773,1,ZCGMRPL23,ZCGMRPL23,F,0.01,
BSE,973772,1,1435SDPL26,1435SDPL26,F,0.01,
BSE,973771,1,AFPL4FEB22,AFPL4FEB22,F,0.01,
BSE,973770,1,79604VRET32,79604VRET32,F,0.01,
BSE,973769,1,78181VRET29,78181VRET29,F,0.01,
BSE,973768,1,VCPL04222,VCPL04222,F,0.01,
BSE,973767,1,STFCL40222,STFCL40222,F,0.01,
BSE,973766,1,652IGT25,652IGT25,F,0.01,
BSE,973765,1,KIAFL3FEB22,KIAFL3FEB22,F,0.01,
BSE,973764,1,785PSEPL34,785PSEPL34,F,0.01,
BSE,973763,1,775PSEPL31,775PSEPL31,F,0.01,
BSE,973762,1,765PSEPL29,765PSEPL29,F,0.01,
BSE,973761,1,73PSEPL26,73PSEPL26,F,0.01,
BSE,973760,1,682PSEPL24,682PSEPL24,F,0.01,
BSE,973759,1,785PDPL34,785PDPL34,F,0.01,
BSE,973758,1,775PDPL31,775PDPL31,F,0.01,
BSE,973757,1,765PDPL29,765PDPL29,F,0.01,
BSE,973756,1,730PDPL26,730PDPL26,F,0.01,
BSE,973755,1,682PDPL24,682PDPL24,F,0.01,
BSE,973754,1,635MBPR24,635MBPR24,F,0.01,
BSE,973753,1,785AGEUPL34,785AGEUPL34,F,0.01,
BSE,973752,1,775AGEUPL31,775AGEUPL31,F,0.01,
BSE,973751,1,765AGEUPL29,765AGEUPL29,F,0.01,
BSE,973750,1,73AGEUPL26,73AGEUPL26,F,0.01,
BSE,973749,1,682AGUPL24,682AGUPL24,F,0.01,
BSE,973748,1,750HCFSL32,750HCFSL32,F,0.01,
BSE,973747,1,675MOHFL25,675MOHFL25,F,0.01,
BSE,973746,1,NFL280122,NFL280122,F,0.01,
BSE,973745,1,ELL280122,ELL280122,F,0.01,
BSE,973744,1,STJ270122,STJ270122,F,0.01,
BSE,973743,1,8BOBPERP,8BOBPERP,F,0.01,
BSE,973742,1,659RCFL25A,659RCFL25A,F,0.01,
BSE,973741,1,MFSPL280122,MFSPL280122,F,0.01,
BSE,973740,1,693MFNL24,693MFNL24,F,0.01,
BSE,973739,1,693MFL24,693MFL24,F,0.01,
BSE,973738,1,1250I00324,1250I00324,F,0.01,
BSE,973737,1,625MMFSL25,625MMFSL25,F,0.01,
BSE,973736,1,67ABHFL27,67ABHFL27,F,0.01,
BSE,973735,1,899JMFCSL32,899JMFCSL32,F,0.01,
BSE,973734,1,IFSL19122,IFSL19122,F,0.01,
BSE,973733,1,EDBL19122,EDBL19122,F,0.01,
BSE,973732,1,EBL19122,EBL19122,F,0.01,
BSE,973731,1,ABFL210122,ABFL210122,F,0.01,
BSE,973730,1,ABFL21122,ABFL21122,F,0.01,
BSE,973729,1,770GRIL32,770GRIL32,F,0.01,
BSE,973728,1,950NFL24,950NFL24,F,0.01,
BSE,973727,1,EFIL190122,EFIL190122,F,0.01,
BSE,973726,1,ZCGMREPL25,ZCGMREPL25,F,0.01,
BSE,973725,1,ZCGEPL24,ZCGEPL24,F,0.01,
BSE,973724,1,ZCGMREPL24,ZCGMREPL24,F,0.01,
BSE,973723,1,ZCGMREPL23,ZCGMREPL23,F,0.01,
BSE,973722,1,AFPL170122,AFPL170122,F,0.01,
BSE,973721,1,1025UCL25,1025UCL25,F,0.01,
BSE,973720,1,PNB170122,PNB170122,F,0.01,
BSE,973719,1,MML110122,MML110122,F,0.01,
BSE,973718,1,615KPTL25,615KPTL25,F,0.01,
BSE,973717,1,1176SML26,1176SML26,F,0.01,
BSE,973716,1,790MHFL32,790MHFL32,F,0.01,
BSE,973715,1,1130UCL28,1130UCL28,F,0.01,
BSE,973714,1,91792NFL23,91792NFL23,F,0.01,
BSE,973713,1,KSPL040122,KSPL040122,F,0.01,
BSE,973712,1,8MWPL24,8MWPL24,F,0.01,
BSE,973711,1,620RJIL27,620RJIL27,F,0.01,
BSE,973710,1,64JDFIPL25,64JDFIPL25,F,0.01,
BSE,973709,1,ZCJHL24,ZCJHL24,F,0.01,
BSE,973708,1,AFPL030122,AFPL030122,F,0.01,
BSE,973707,1,78ICFL24,78ICFL24,F,0.01,
BSE,973706,1,6GNHPL34,6GNHPL34,F,0.01,
BSE,973705,1,768VL24,768VL24,F,0.01,
BSE,973704,1,776AFLPERP,776AFLPERP,F,0.01,
BSE,973703,1,6GKBHPL34,6GKBHPL34,F,0.01,
BSE,973702,1,001JAL28,001JAL28,F,0.01,
BSE,973701,1,570HTML24,570HTML24,F,0.01,
BSE,973700,1,1150IIL23,1150IIL23,F,0.01,
BSE,973699,1,637LTMRHL25,637LTMRHL25,F,0.01,
BSE,973698,1,668LTMRHL27,668LTMRHL27,F,0.01,
BSE,973697,1,658LTMRHL26,658LTMRHL26,F,0.01,
BSE,973696,1,MML271221,MML271221,F,0.01,
BSE,973695,1,1130UCL27,1130UCL27,F,0.01,
BSE,973694,1,695MFL24,695MFL24,F,0.01,
BSE,973693,1,IWML271221,IWML271221,F,0.01,
BSE,973692,1,748MRPL32,748MRPL32,F,0.01,
BSE,973691,1,925SKFL24,925SKFL24,F,0.01,
BSE,973690,1,0LFPL24,0LFPL24,F,0.01,
BSE,973689,1,0LFIPL24,0LFIPL24,F,0.01,
BSE,973688,1,8STFL31,8STFL31,F,0.01,
BSE,973687,1,ZCKMIL25,ZCKMIL25,F,0.01,
BSE,973686,1,ZCKMIL24,ZCKMIL24,F,0.01,
BSE,973685,1,ELL241221,ELL241221,F,0.01,
BSE,973684,1,640KFL24,640KFL24,F,0.01,
BSE,973683,1,IFSL231221,IFSL231221,F,0.01,
BSE,973682,1,1750MNR26,1750MNR26,F,0.01,
BSE,973681,1,1750MNRL26,1750MNRL26,F,0.01,
BSE,973680,1,6HDBFS25,6HDBFS25,F,0.01,
BSE,973679,1,1150AFPL27,1150AFPL27,F,0.01,
BSE,973678,1,95BEL24,95BEL24,F,0.01,
BSE,973677,1,1050FMFL23,1050FMFL23,F,0.01,
BSE,973676,1,ZCJHL23,ZCJHL23,F,0.01,
BSE,973675,1,582SCPSL24,582SCPSL24,F,0.01,
BSE,973674,1,905SCUF31,905SCUF31,F,0.01,
BSE,973673,1,612ICHFC25,612ICHFC25,F,0.01,
BSE,973672,1,655ICHCL26,655ICHCL26,F,0.01,
BSE,973671,1,HGEL211221,HGEL211221,F,0.01,
BSE,973670,1,123SNPL24F,123SNPL24F,F,0.01,
BSE,973669,1,631STD25,631STD25,F,0.01,
BSE,973668,1,687NHAI32,687NHAI32,F,0.01,
BSE,973667,1,699ABL31,699ABL31,F,0.01,
BSE,973666,1,692PFC32,692PFC32,F,0.01,
BSE,973665,1,1215LFL26,1215LFL26,F,0.01,
BSE,973664,1,687IRFC32,687IRFC32,F,0.01,
BSE,973663,1,685NLC32,685NLC32,F,0.01,
BSE,973662,1,KFL201221,KFL201221,F,0.01,
BSE,973661,1,605AFL24,605AFL24,F,0.01,
BSE,973660,1,549KMPL23,549KMPL23,F,0.01,
BSE,973659,1,113UCL27,113UCL27,F,0.01,
BSE,973658,1,775MFL23,775MFL23,F,0.01,
BSE,973657,1,506HDFCL23,506HDFCL23,F,0.01,
BSE,973656,1,1050IREL22A,1050IREL22A,F,0.01,
BSE,973655,1,68ORL25,68ORL25,F,0.01,
BSE,973654,1,64ORL24,64ORL24,F,0.01,
BSE,973653,1,59ORL23,59ORL23,F,0.01,
BSE,973652,1,98JMCPIL24,98JMCPIL24,F,0.01,
BSE,973651,1,98JMCPIL23A,98JMCPIL23A,F,0.01,
BSE,973650,1,98JMCPL24,98JMCPL24,F,0.01,
BSE,973649,1,98JMCPIL23,98JMCPIL23,F,0.01,
BSE,973648,1,70746STFC23,70746STFC23,F,0.01,
BSE,973647,1,692REC32,692REC32,F,0.01,
BSE,973646,1,675IIDL27,675IIDL27,F,0.01,
BSE,973645,1,755SBIPERP,755SBIPERP,F,0.01,
BSE,973644,1,AFPL101221,AFPL101221,F,0.01,
BSE,973643,1,1177SFPL26,1177SFPL26,F,0.01,
BSE,973642,1,715AHFL26,715AHFL26,F,0.01,
BSE,973641,1,995ELL24,995ELL24,F,0.01,
BSE,973640,1,55KMIL24,55KMIL24,F,0.01,
BSE,973639,1,1125GDPL23,1125GDPL23,F,0.01,
BSE,973638,1,PNB91221,PNB91221,F,0.01,
BSE,973637,1,1125GDPL22,1125GDPL22,F,0.01,
BSE,973636,1,85INDIGO25,85INDIGO25,F,0.01,
BSE,973635,1,568SMIL24,568SMIL24,F,0.01,
BSE,973634,1,542HDBF24,542HDBF24,F,0.01,
BSE,973633,1,9IKFL21,9IKFL21,F,0.01,
BSE,973632,1,KMPL71221,KMPL71221,F,0.01,
BSE,973631,1000000,PFIT41221,PFIT41221,F,0.01,
BSE,973630,1,742AFL31,742AFL31,F,0.01,
BSE,973629,1,AFPL061221,AFPL061221,F,0.01,
BSE,973628,1,IIFL21221,IIFL21221,F,0.01,
BSE,973627,1,743ABFL31,743ABFL31,F,0.01,
BSE,973626,1,ELL011221A,ELL011221A,F,0.01,
BSE,973625,1,ELL11221,ELL11221,F,0.01,
BSE,973624,1,11I00124,11I00124,F,0.01,
BSE,973623,1,TMFL031221,TMFL031221,F,0.01,
BSE,973622,1,UCL301121,UCL301121,F,0.01,
BSE,973621,1,595GRASH34,595GRASH34,F,0.01,
BSE,973620,1,EFIL301121,EFIL301121,F,0.01,
BSE,973619,1,1177SFPL24,1177SFPL24,F,0.01,
BSE,973618,1,715BFL31,715BFL31,F,0.01,
BSE,973617,1,850TIAPL23,850TIAPL23,F,0.01,
BSE,973616,1,TFCL011221,TFCL011221,F,0.01,
BSE,973615,1,75HFFCL23,75HFFCL23,F,0.01,
BSE,973614,1,KFL301121,KFL301121,F,0.01,
BSE,973613,1,SHFL301121,SHFL301121,F,0.01,
BSE,973612,1,1039VCPL22,1039VCPL22,F,0.01,
BSE,973611,1,595AFL24,595AFL24,F,0.01,
BSE,973610,1,705HDFC31,705HDFC31,F,0.01,
BSE,973609,1,9OFSPL24,9OFSPL24,F,0.01,
BSE,973608,1,59KMIL24,59KMIL24,F,0.01,
BSE,973607,1,KMIL291121,KMIL291121,F,0.01,
BSE,973606,1,84AFL24,84AFL24,F,0.01,
BSE,973605,1,IIFLW261121,IIFLW261121,F,0.01,
BSE,973604,1,8MWMPL24A,8MWMPL24A,F,0.01,
BSE,973603,1,763ABSLIC31,763ABSLIC31,F,0.01,
BSE,973602,1,65AFL26,65AFL26,F,0.01,
BSE,973601,1,VCPL241121A,VCPL241121A,F,0.01,
BSE,973600,1,VCPL241121,VCPL241121,F,0.01,
BSE,973599,1,MAS251121,MAS251121,F,0.01,
BSE,973598,1,NFL241121,NFL241121,F,0.01,
BSE,973597,1,497HCFSL24,497HCFSL24,F,0.01,
BSE,973596,1,795BOBPER,795BOBPER,F,0.01,
BSE,973595,1,609SMIL26,609SMIL26,F,0.01,
BSE,973594,1,569SMIL24,569SMIL24,F,0.01,
BSE,973593,1,SCUF231121,SCUF231121,F,0.01,
BSE,973592,1,8MWMPL24,8MWMPL24,F,0.01,
BSE,973591,1,1250SFPL22,1250SFPL22,F,0.01,
BSE,973590,1,SFPL221121,SFPL221121,F,0.01,
BSE,973589,1,929ISFCL25,929ISFCL25,F,0.01,
BSE,973588,1,1050IREL22,1050IREL22,F,0.01,
BSE,973587,1,775SUDLIC31,775SUDLIC31,F,0.01,
BSE,973586,1,695IRFC36,695IRFC36,F,0.01,
BSE,973585,1,67DLF24,67DLF24,F,0.01,
BSE,973584,1,68AFL26,68AFL26,F,0.01,
BSE,973583,1,710PNB31,710PNB31,F,0.01,
BSE,973582,1,419RECL24,419RECL24,F,0.01,
BSE,973581,1,585KMIL24,585KMIL24,F,0.01,
BSE,973580,1,ZCKMIL16,ZCKMIL16,F,0.01,
BSE,973579,1,745MMFSL31,745MMFSL31,F,0.01,
BSE,973578,1,791VETL28,791VETL28,F,0.01,
BSE,973577,1,725VRET26,725VRET26,F,0.01,
BSE,973576,1,678VRET24,678VRET24,F,0.01,
BSE,973575,1,837STFC31,837STFC31,F,0.01,
